,index,Город / Нас.пункт,GPS. Широта,GPS. Долгота,номер,город,links
41,45,череповец,59.092426,37.906335,968,Череповец,"['https://yandex.ru/maps/968/cherepovets/search/DNS/?ll=37.906335,59.092426&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/968/cherepovets/search/m_video/?ll=37.906335,59.092426&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/968/cherepovets/search/megafon/?ll=37.906335,59.092426&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/968/cherepovets/search/mts/?ll=37.906335,59.092426&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/968/cherepovets/search/svyaznoy/?ll=37.906335,59.092426&rspn=1&spn=0.003,0.003']"
42,46,калининград,54.694495,20.502525,22,Калининград,"['https://yandex.ru/maps/22/kaliningrad/search/DNS/?ll=20.502525,54.694495&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/m_video/?ll=20.502525,54.694495&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/megafon/?ll=20.502525,54.694495&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/mts/?ll=20.502525,54.694495&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/svyaznoy/?ll=20.502525,54.694495&rspn=1&spn=0.003,0.003']"
43,47,калининград,54.709978,20.442806,22,Калининград,"['https://yandex.ru/maps/22/kaliningrad/search/DNS/?ll=20.442806,54.709978&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/m_video/?ll=20.442806,54.709978&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/megafon/?ll=20.442806,54.709978&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/mts/?ll=20.442806,54.709978&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/svyaznoy/?ll=20.442806,54.709978&rspn=1&spn=0.003,0.003']"
44,48,калининград,54.702647,20.504442,22,Калининград,"['https://yandex.ru/maps/22/kaliningrad/search/DNS/?ll=20.504442,54.702647&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/m_video/?ll=20.504442,54.702647&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/megafon/?ll=20.504442,54.702647&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/mts/?ll=20.504442,54.702647&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/svyaznoy/?ll=20.504442,54.702647&rspn=1&spn=0.003,0.003']"
45,49,калининград,54.742122,20.505879,22,Калининград,"['https://yandex.ru/maps/22/kaliningrad/search/DNS/?ll=20.505879,54.742122&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/m_video/?ll=20.505879,54.742122&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/megafon/?ll=20.505879,54.742122&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/mts/?ll=20.505879,54.742122&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/22/kaliningrad/search/svyaznoy/?ll=20.505879,54.742122&rspn=1&spn=0.003,0.003']"
46,50,кострома,57.7411,41.004651,7,Кострома,"['https://yandex.ru/maps/7/kostroma/search/DNS/?ll=41.004651,57.7411&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/m_video/?ll=41.004651,57.7411&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/megafon/?ll=41.004651,57.7411&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/mts/?ll=41.004651,57.7411&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/svyaznoy/?ll=41.004651,57.7411&rspn=1&spn=0.003,0.003']"
47,51,кострома,57.736196,40.908643,7,Кострома,"['https://yandex.ru/maps/7/kostroma/search/DNS/?ll=40.908643,57.736196&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/m_video/?ll=40.908643,57.736196&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/megafon/?ll=40.908643,57.736196&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/mts/?ll=40.908643,57.736196&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/svyaznoy/?ll=40.908643,57.736196&rspn=1&spn=0.003,0.003']"
48,52,кострома,57.769054,40.925011,7,Кострома,"['https://yandex.ru/maps/7/kostroma/search/DNS/?ll=40.925011,57.769054&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/m_video/?ll=40.925011,57.769054&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/megafon/?ll=40.925011,57.769054&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/mts/?ll=40.925011,57.769054&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/svyaznoy/?ll=40.925011,57.769054&rspn=1&spn=0.003,0.003']"
49,53,кострома,57.775928,40.943779,7,Кострома,"['https://yandex.ru/maps/7/kostroma/search/DNS/?ll=40.943779,57.775928&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/m_video/?ll=40.943779,57.775928&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/megafon/?ll=40.943779,57.775928&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/mts/?ll=40.943779,57.775928&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/7/kostroma/search/svyaznoy/?ll=40.943779,57.775928&rspn=1&spn=0.003,0.003']"
50,54,мурманск,69.004735,33.09796,23,Мурманск,"['https://yandex.ru/maps/23/murmansk/search/DNS/?ll=33.09796,69.004735&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/m_video/?ll=33.09796,69.004735&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/megafon/?ll=33.09796,69.004735&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/mts/?ll=33.09796,69.004735&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/svyaznoy/?ll=33.09796,69.004735&rspn=1&spn=0.003,0.003']"
51,55,мурманск,68.91377,33.095056,23,Мурманск,"['https://yandex.ru/maps/23/murmansk/search/DNS/?ll=33.095056,68.91377&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/m_video/?ll=33.095056,68.91377&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/megafon/?ll=33.095056,68.91377&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/mts/?ll=33.095056,68.91377&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/svyaznoy/?ll=33.095056,68.91377&rspn=1&spn=0.003,0.003']"
52,56,мурманск,68.968057,33.1003,23,Мурманск,"['https://yandex.ru/maps/23/murmansk/search/DNS/?ll=33.1003,68.968057&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/m_video/?ll=33.1003,68.968057&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/megafon/?ll=33.1003,68.968057&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/mts/?ll=33.1003,68.968057&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/svyaznoy/?ll=33.1003,68.968057&rspn=1&spn=0.003,0.003']"
53,57,мурманск,68.970496,33.071165,23,Мурманск,"['https://yandex.ru/maps/23/murmansk/search/DNS/?ll=33.071165,68.970496&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/m_video/?ll=33.071165,68.970496&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/megafon/?ll=33.071165,68.970496&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/mts/?ll=33.071165,68.970496&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/23/murmansk/search/svyaznoy/?ll=33.071165,68.970496&rspn=1&spn=0.003,0.003']"
54,58,великий новгород,58.523698,31.290765,24,Великий Новгород,"['https://yandex.ru/maps/24/velikij novgorod/search/DNS/?ll=31.290765,58.523698&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/m_video/?ll=31.290765,58.523698&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/megafon/?ll=31.290765,58.523698&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/mts/?ll=31.290765,58.523698&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/svyaznoy/?ll=31.290765,58.523698&rspn=1&spn=0.003,0.003']"
55,59,великий новгород,58.538056,31.264008,24,Великий Новгород,"['https://yandex.ru/maps/24/velikij novgorod/search/DNS/?ll=31.264008,58.538056&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/m_video/?ll=31.264008,58.538056&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/megafon/?ll=31.264008,58.538056&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/mts/?ll=31.264008,58.538056&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/svyaznoy/?ll=31.264008,58.538056&rspn=1&spn=0.003,0.003']"
56,60,великий новгород,58.520986,31.267987,24,Великий Новгород,"['https://yandex.ru/maps/24/velikij novgorod/search/DNS/?ll=31.267987,58.520986&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/m_video/?ll=31.267987,58.520986&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/megafon/?ll=31.267987,58.520986&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/mts/?ll=31.267987,58.520986&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/svyaznoy/?ll=31.267987,58.520986&rspn=1&spn=0.003,0.003']"
57,61,великий новгород,58.565449,31.280259,24,Великий Новгород,"['https://yandex.ru/maps/24/velikij novgorod/search/DNS/?ll=31.280259,58.565449&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/m_video/?ll=31.280259,58.565449&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/megafon/?ll=31.280259,58.565449&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/mts/?ll=31.280259,58.565449&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/24/velikij novgorod/search/svyaznoy/?ll=31.280259,58.565449&rspn=1&spn=0.003,0.003']"
58,62,санкт_петербург,60.066482,30.33817,2,Санкт-Петербург,"['https://yandex.ru/maps/2/sankt_peterburg/search/DNS/?ll=30.33817,60.066482&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/m_video/?ll=30.33817,60.066482&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/megafon/?ll=30.33817,60.066482&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/mts/?ll=30.33817,60.066482&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/svyaznoy/?ll=30.33817,60.066482&rspn=1&spn=0.003,0.003']"
59,63,санкт_петербург,60.070049,30.334908,2,Санкт-Петербург,"['https://yandex.ru/maps/2/sankt_peterburg/search/DNS/?ll=30.334908,60.070049&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/m_video/?ll=30.334908,60.070049&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/megafon/?ll=30.334908,60.070049&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/mts/?ll=30.334908,60.070049&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/svyaznoy/?ll=30.334908,60.070049&rspn=1&spn=0.003,0.003']"
60,64,санкт_петербург,60.033502,30.368173,2,Санкт-Петербург,"['https://yandex.ru/maps/2/sankt_peterburg/search/DNS/?ll=30.368173,60.033502&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/m_video/?ll=30.368173,60.033502&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/megafon/?ll=30.368173,60.033502&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/mts/?ll=30.368173,60.033502&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/svyaznoy/?ll=30.368173,60.033502&rspn=1&spn=0.003,0.003']"
61,65,санкт_петербург,60.052703,30.331193,2,Санкт-Петербург,"['https://yandex.ru/maps/2/sankt_peterburg/search/DNS/?ll=30.331193,60.052703&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/m_video/?ll=30.331193,60.052703&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/megafon/?ll=30.331193,60.052703&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/mts/?ll=30.331193,60.052703&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/2/sankt_peterburg/search/svyaznoy/?ll=30.331193,60.052703&rspn=1&spn=0.003,0.003']"
62,66,тверь,56.814503,35.88482,14,Тверь,"[""https://yandex.ru/maps/14/tver'/search/DNS/?ll=35.88482,56.814503&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/m_video/?ll=35.88482,56.814503&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/megafon/?ll=35.88482,56.814503&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/mts/?ll=35.88482,56.814503&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/svyaznoy/?ll=35.88482,56.814503&rspn=1&spn=0.003,0.003""]"
63,67,тверь,56.821363,35.898988,14,Тверь,"[""https://yandex.ru/maps/14/tver'/search/DNS/?ll=35.898988,56.821363&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/m_video/?ll=35.898988,56.821363&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/megafon/?ll=35.898988,56.821363&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/mts/?ll=35.898988,56.821363&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/svyaznoy/?ll=35.898988,56.821363&rspn=1&spn=0.003,0.003""]"
64,68,тверь,56.847587,35.906455,14,Тверь,"[""https://yandex.ru/maps/14/tver'/search/DNS/?ll=35.906455,56.847587&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/m_video/?ll=35.906455,56.847587&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/megafon/?ll=35.906455,56.847587&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/mts/?ll=35.906455,56.847587&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/svyaznoy/?ll=35.906455,56.847587&rspn=1&spn=0.003,0.003""]"
65,69,тверь,56.83855,35.932544,14,Тверь,"[""https://yandex.ru/maps/14/tver'/search/DNS/?ll=35.932544,56.83855&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/m_video/?ll=35.932544,56.83855&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/megafon/?ll=35.932544,56.83855&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/mts/?ll=35.932544,56.83855&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/14/tver'/search/svyaznoy/?ll=35.932544,56.83855&rspn=1&spn=0.003,0.003""]"
66,70,тула,54.152167,37.583401,15,Тула,"['https://yandex.ru/maps/15/tula/search/DNS/?ll=37.583401,54.152167&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/m_video/?ll=37.583401,54.152167&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/megafon/?ll=37.583401,54.152167&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/mts/?ll=37.583401,54.152167&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/svyaznoy/?ll=37.583401,54.152167&rspn=1&spn=0.003,0.003']"
67,71,тула,54.196786,37.602024,15,Тула,"['https://yandex.ru/maps/15/tula/search/DNS/?ll=37.602024,54.196786&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/m_video/?ll=37.602024,54.196786&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/megafon/?ll=37.602024,54.196786&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/mts/?ll=37.602024,54.196786&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/svyaznoy/?ll=37.602024,54.196786&rspn=1&spn=0.003,0.003']"
68,72,тула,54.196518,37.610543,15,Тула,"['https://yandex.ru/maps/15/tula/search/DNS/?ll=37.610543,54.196518&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/m_video/?ll=37.610543,54.196518&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/megafon/?ll=37.610543,54.196518&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/mts/?ll=37.610543,54.196518&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/svyaznoy/?ll=37.610543,54.196518&rspn=1&spn=0.003,0.003']"
69,73,тула,54.190858,37.615469,15,Тула,"['https://yandex.ru/maps/15/tula/search/DNS/?ll=37.615469,54.190858&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/m_video/?ll=37.615469,54.190858&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/megafon/?ll=37.615469,54.190858&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/mts/?ll=37.615469,54.190858&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/15/tula/search/svyaznoy/?ll=37.615469,54.190858&rspn=1&spn=0.003,0.003']"
70,78,москва,55.794019,37.492027,213,Москва,"['https://yandex.ru/maps/213/moskva/search/DNS/?ll=37.492027,55.794019&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/m_video/?ll=37.492027,55.794019&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/megafon/?ll=37.492027,55.794019&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/mts/?ll=37.492027,55.794019&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/svyaznoy/?ll=37.492027,55.794019&rspn=1&spn=0.003,0.003']"
71,79,москва,55.82666,37.44479,213,Москва,"['https://yandex.ru/maps/213/moskva/search/DNS/?ll=37.44479,55.82666&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/m_video/?ll=37.44479,55.82666&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/megafon/?ll=37.44479,55.82666&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/mts/?ll=37.44479,55.82666&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/svyaznoy/?ll=37.44479,55.82666&rspn=1&spn=0.003,0.003']"
72,80,москва,55.912999,37.583974,213,Москва,"['https://yandex.ru/maps/213/moskva/search/DNS/?ll=37.583974,55.912999&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/m_video/?ll=37.583974,55.912999&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/megafon/?ll=37.583974,55.912999&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/mts/?ll=37.583974,55.912999&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/svyaznoy/?ll=37.583974,55.912999&rspn=1&spn=0.003,0.003']"
73,81,москва,55.908438,37.539612,213,Москва,"['https://yandex.ru/maps/213/moskva/search/DNS/?ll=37.539612,55.908438&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/m_video/?ll=37.539612,55.908438&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/megafon/?ll=37.539612,55.908438&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/mts/?ll=37.539612,55.908438&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/213/moskva/search/svyaznoy/?ll=37.539612,55.908438&rspn=1&spn=0.003,0.003']"
74,82,барнаул,53.335256,83.775402,197,Барнаул,"['https://yandex.ru/maps/197/barnaul/search/DNS/?ll=83.775402,53.335256&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/m_video/?ll=83.775402,53.335256&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/megafon/?ll=83.775402,53.335256&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/mts/?ll=83.775402,53.335256&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/svyaznoy/?ll=83.775402,53.335256&rspn=1&spn=0.003,0.003']"
75,83,барнаул,53.362251,83.76405,197,Барнаул,"['https://yandex.ru/maps/197/barnaul/search/DNS/?ll=83.76405,53.362251&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/m_video/?ll=83.76405,53.362251&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/megafon/?ll=83.76405,53.362251&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/mts/?ll=83.76405,53.362251&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/svyaznoy/?ll=83.76405,53.362251&rspn=1&spn=0.003,0.003']"
76,84,барнаул,53.251688,83.686239,197,Барнаул,"['https://yandex.ru/maps/197/barnaul/search/DNS/?ll=83.686239,53.251688&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/m_video/?ll=83.686239,53.251688&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/megafon/?ll=83.686239,53.251688&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/mts/?ll=83.686239,53.251688&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/svyaznoy/?ll=83.686239,53.251688&rspn=1&spn=0.003,0.003']"
77,85,барнаул,53.338307,83.652091,197,Барнаул,"['https://yandex.ru/maps/197/barnaul/search/DNS/?ll=83.652091,53.338307&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/m_video/?ll=83.652091,53.338307&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/megafon/?ll=83.652091,53.338307&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/mts/?ll=83.652091,53.338307&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/197/barnaul/search/svyaznoy/?ll=83.652091,53.338307&rspn=1&spn=0.003,0.003']"
78,86,новокузнецк,53.8927,87.113988,237,Новокузнецк,"['https://yandex.ru/maps/237/novokuznetsk/search/DNS/?ll=87.113988,53.8927&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/m_video/?ll=87.113988,53.8927&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/megafon/?ll=87.113988,53.8927&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/mts/?ll=87.113988,53.8927&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/svyaznoy/?ll=87.113988,53.8927&rspn=1&spn=0.003,0.003']"
79,87,новокузнецк,53.898708,87.128327,237,Новокузнецк,"['https://yandex.ru/maps/237/novokuznetsk/search/DNS/?ll=87.128327,53.898708&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/m_video/?ll=87.128327,53.898708&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/megafon/?ll=87.128327,53.898708&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/mts/?ll=87.128327,53.898708&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/svyaznoy/?ll=87.128327,53.898708&rspn=1&spn=0.003,0.003']"
80,88,новокузнецк,53.76789,87.133636,237,Новокузнецк,"['https://yandex.ru/maps/237/novokuznetsk/search/DNS/?ll=87.133636,53.76789&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/m_video/?ll=87.133636,53.76789&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/megafon/?ll=87.133636,53.76789&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/mts/?ll=87.133636,53.76789&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/svyaznoy/?ll=87.133636,53.76789&rspn=1&spn=0.003,0.003']"
81,89,новокузнецк,53.780323,87.126015,237,Новокузнецк,"['https://yandex.ru/maps/237/novokuznetsk/search/DNS/?ll=87.126015,53.780323&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/m_video/?ll=87.126015,53.780323&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/megafon/?ll=87.126015,53.780323&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/mts/?ll=87.126015,53.780323&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/237/novokuznetsk/search/svyaznoy/?ll=87.126015,53.780323&rspn=1&spn=0.003,0.003']"
82,90,кемерово,55.344124,86.083743,64,Кемерово,"['https://yandex.ru/maps/64/kemerovo/search/DNS/?ll=86.083743,55.344124&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/m_video/?ll=86.083743,55.344124&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/megafon/?ll=86.083743,55.344124&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/mts/?ll=86.083743,55.344124&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/svyaznoy/?ll=86.083743,55.344124&rspn=1&spn=0.003,0.003']"
