,index,Город / Нас.пункт,GPS. Широта,GPS. Долгота,номер,город,links
83,91,кемерово,55.339557,86.172077,64,Кемерово,"['https://yandex.ru/maps/64/kemerovo/search/DNS/?ll=86.172077,55.339557&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/m_video/?ll=86.172077,55.339557&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/megafon/?ll=86.172077,55.339557&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/mts/?ll=86.172077,55.339557&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/svyaznoy/?ll=86.172077,55.339557&rspn=1&spn=0.003,0.003']"
84,92,кемерово,55.343955,86.181321,64,Кемерово,"['https://yandex.ru/maps/64/kemerovo/search/DNS/?ll=86.181321,55.343955&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/m_video/?ll=86.181321,55.343955&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/megafon/?ll=86.181321,55.343955&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/mts/?ll=86.181321,55.343955&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/svyaznoy/?ll=86.181321,55.343955&rspn=1&spn=0.003,0.003']"
85,93,кемерово,55.399656,86.117917,64,Кемерово,"['https://yandex.ru/maps/64/kemerovo/search/DNS/?ll=86.117917,55.399656&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/m_video/?ll=86.117917,55.399656&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/megafon/?ll=86.117917,55.399656&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/mts/?ll=86.117917,55.399656&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/64/kemerovo/search/svyaznoy/?ll=86.117917,55.399656&rspn=1&spn=0.003,0.003']"
86,98,новосибирск,54.941902,82.9233,65,Новосибирск,"['https://yandex.ru/maps/65/novosibirsk/search/DNS/?ll=82.9233,54.941902&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/m_video/?ll=82.9233,54.941902&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/megafon/?ll=82.9233,54.941902&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/mts/?ll=82.9233,54.941902&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/svyaznoy/?ll=82.9233,54.941902&rspn=1&spn=0.003,0.003']"
87,99,новосибирск,54.964199,82.936507,65,Новосибирск,"['https://yandex.ru/maps/65/novosibirsk/search/DNS/?ll=82.936507,54.964199&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/m_video/?ll=82.936507,54.964199&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/megafon/?ll=82.936507,54.964199&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/mts/?ll=82.936507,54.964199&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/svyaznoy/?ll=82.936507,54.964199&rspn=1&spn=0.003,0.003']"
88,100,новосибирск,55.013268,82.953092,65,Новосибирск,"['https://yandex.ru/maps/65/novosibirsk/search/DNS/?ll=82.953092,55.013268&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/m_video/?ll=82.953092,55.013268&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/megafon/?ll=82.953092,55.013268&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/mts/?ll=82.953092,55.013268&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/svyaznoy/?ll=82.953092,55.013268&rspn=1&spn=0.003,0.003']"
89,101,новосибирск,55.011173,82.958808,65,Новосибирск,"['https://yandex.ru/maps/65/novosibirsk/search/DNS/?ll=82.958808,55.011173&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/m_video/?ll=82.958808,55.011173&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/megafon/?ll=82.958808,55.011173&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/mts/?ll=82.958808,55.011173&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/65/novosibirsk/search/svyaznoy/?ll=82.958808,55.011173&rspn=1&spn=0.003,0.003']"
90,102,омск,55.026311,73.414042,66,Омск,"['https://yandex.ru/maps/66/omsk/search/DNS/?ll=73.414042,55.026311&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/m_video/?ll=73.414042,55.026311&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/megafon/?ll=73.414042,55.026311&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/mts/?ll=73.414042,55.026311&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/svyaznoy/?ll=73.414042,55.026311&rspn=1&spn=0.003,0.003']"
91,103,омск,54.938692,73.382968,66,Омск,"['https://yandex.ru/maps/66/omsk/search/DNS/?ll=73.382968,54.938692&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/m_video/?ll=73.382968,54.938692&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/megafon/?ll=73.382968,54.938692&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/mts/?ll=73.382968,54.938692&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/svyaznoy/?ll=73.382968,54.938692&rspn=1&spn=0.003,0.003']"
92,104,омск,54.940699,73.378443,66,Омск,"['https://yandex.ru/maps/66/omsk/search/DNS/?ll=73.378443,54.940699&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/m_video/?ll=73.378443,54.940699&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/megafon/?ll=73.378443,54.940699&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/mts/?ll=73.378443,54.940699&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/svyaznoy/?ll=73.378443,54.940699&rspn=1&spn=0.003,0.003']"
93,105,омск,54.992774,73.267584,66,Омск,"['https://yandex.ru/maps/66/omsk/search/DNS/?ll=73.267584,54.992774&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/m_video/?ll=73.267584,54.992774&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/megafon/?ll=73.267584,54.992774&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/mts/?ll=73.267584,54.992774&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/66/omsk/search/svyaznoy/?ll=73.267584,54.992774&rspn=1&spn=0.003,0.003']"
94,106,томск,56.455036,84.973173,67,Томск,"['https://yandex.ru/maps/67/tomsk/search/DNS/?ll=84.973173,56.455036&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/m_video/?ll=84.973173,56.455036&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/megafon/?ll=84.973173,56.455036&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/mts/?ll=84.973173,56.455036&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/svyaznoy/?ll=84.973173,56.455036&rspn=1&spn=0.003,0.003']"
95,107,томск,56.458161,84.951621,67,Томск,"['https://yandex.ru/maps/67/tomsk/search/DNS/?ll=84.951621,56.458161&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/m_video/?ll=84.951621,56.458161&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/megafon/?ll=84.951621,56.458161&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/mts/?ll=84.951621,56.458161&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/svyaznoy/?ll=84.951621,56.458161&rspn=1&spn=0.003,0.003']"
96,108,томск,56.459533,84.965534,67,Томск,"['https://yandex.ru/maps/67/tomsk/search/DNS/?ll=84.965534,56.459533&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/m_video/?ll=84.965534,56.459533&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/megafon/?ll=84.965534,56.459533&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/mts/?ll=84.965534,56.459533&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/svyaznoy/?ll=84.965534,56.459533&rspn=1&spn=0.003,0.003']"
97,109,томск,56.498485,84.948772,67,Томск,"['https://yandex.ru/maps/67/tomsk/search/DNS/?ll=84.948772,56.498485&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/m_video/?ll=84.948772,56.498485&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/megafon/?ll=84.948772,56.498485&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/mts/?ll=84.948772,56.498485&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/67/tomsk/search/svyaznoy/?ll=84.948772,56.498485&rspn=1&spn=0.003,0.003']"
98,110,екатеринбург,56.920084,60.614641,54,Екатеринбург,"['https://yandex.ru/maps/54/ekaterinburg/search/DNS/?ll=60.614641,56.920084&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/m_video/?ll=60.614641,56.920084&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/megafon/?ll=60.614641,56.920084&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/mts/?ll=60.614641,56.920084&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/svyaznoy/?ll=60.614641,56.920084&rspn=1&spn=0.003,0.003']"
99,111,екатеринбург,56.753938,60.700958,54,Екатеринбург,"['https://yandex.ru/maps/54/ekaterinburg/search/DNS/?ll=60.700958,56.753938&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/m_video/?ll=60.700958,56.753938&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/megafon/?ll=60.700958,56.753938&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/mts/?ll=60.700958,56.753938&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/svyaznoy/?ll=60.700958,56.753938&rspn=1&spn=0.003,0.003']"
100,112,екатеринбург,56.834514,60.683021,54,Екатеринбург,"['https://yandex.ru/maps/54/ekaterinburg/search/DNS/?ll=60.683021,56.834514&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/m_video/?ll=60.683021,56.834514&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/megafon/?ll=60.683021,56.834514&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/mts/?ll=60.683021,56.834514&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/svyaznoy/?ll=60.683021,56.834514&rspn=1&spn=0.003,0.003']"
101,113,екатеринбург,56.769315,60.614342,54,Екатеринбург,"['https://yandex.ru/maps/54/ekaterinburg/search/DNS/?ll=60.614342,56.769315&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/m_video/?ll=60.614342,56.769315&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/megafon/?ll=60.614342,56.769315&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/mts/?ll=60.614342,56.769315&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/54/ekaterinburg/search/svyaznoy/?ll=60.614342,56.769315&rspn=1&spn=0.003,0.003']"
102,118,ижевск,56.839697,53.210633,44,Ижевск,"['https://yandex.ru/maps/44/izhevsk/search/DNS/?ll=53.210633,56.839697&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/m_video/?ll=53.210633,56.839697&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/megafon/?ll=53.210633,56.839697&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/mts/?ll=53.210633,56.839697&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/svyaznoy/?ll=53.210633,56.839697&rspn=1&spn=0.003,0.003']"
103,119,ижевск,56.846108,53.289329,44,Ижевск,"['https://yandex.ru/maps/44/izhevsk/search/DNS/?ll=53.289329,56.846108&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/m_video/?ll=53.289329,56.846108&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/megafon/?ll=53.289329,56.846108&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/mts/?ll=53.289329,56.846108&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/svyaznoy/?ll=53.289329,56.846108&rspn=1&spn=0.003,0.003']"
104,120,ижевск,56.872167,53.292247,44,Ижевск,"['https://yandex.ru/maps/44/izhevsk/search/DNS/?ll=53.292247,56.872167&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/m_video/?ll=53.292247,56.872167&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/megafon/?ll=53.292247,56.872167&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/mts/?ll=53.292247,56.872167&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/svyaznoy/?ll=53.292247,56.872167&rspn=1&spn=0.003,0.003']"
105,121,ижевск,56.865823,53.222004,44,Ижевск,"['https://yandex.ru/maps/44/izhevsk/search/DNS/?ll=53.222004,56.865823&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/m_video/?ll=53.222004,56.865823&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/megafon/?ll=53.222004,56.865823&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/mts/?ll=53.222004,56.865823&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/44/izhevsk/search/svyaznoy/?ll=53.222004,56.865823&rspn=1&spn=0.003,0.003']"
106,122,казань,55.819081,49.184124,43,Казань,"[""https://yandex.ru/maps/43/kazan'/search/DNS/?ll=49.184124,55.819081&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/m_video/?ll=49.184124,55.819081&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/megafon/?ll=49.184124,55.819081&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/mts/?ll=49.184124,55.819081&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/svyaznoy/?ll=49.184124,55.819081&rspn=1&spn=0.003,0.003""]"
107,123,казань,55.860255,49.100481,43,Казань,"[""https://yandex.ru/maps/43/kazan'/search/DNS/?ll=49.100481,55.860255&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/m_video/?ll=49.100481,55.860255&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/megafon/?ll=49.100481,55.860255&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/mts/?ll=49.100481,55.860255&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/svyaznoy/?ll=49.100481,55.860255&rspn=1&spn=0.003,0.003""]"
108,124,казань,55.863488,49.085407,43,Казань,"[""https://yandex.ru/maps/43/kazan'/search/DNS/?ll=49.085407,55.863488&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/m_video/?ll=49.085407,55.863488&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/megafon/?ll=49.085407,55.863488&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/mts/?ll=49.085407,55.863488&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/svyaznoy/?ll=49.085407,55.863488&rspn=1&spn=0.003,0.003""]"
109,125,казань,55.836279,49.14654,43,Казань,"[""https://yandex.ru/maps/43/kazan'/search/DNS/?ll=49.14654,55.836279&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/m_video/?ll=49.14654,55.836279&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/megafon/?ll=49.14654,55.836279&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/mts/?ll=49.14654,55.836279&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/svyaznoy/?ll=49.14654,55.836279&rspn=1&spn=0.003,0.003""]"
110,126,казань,55.744468,49.19247,43,Казань,"[""https://yandex.ru/maps/43/kazan'/search/DNS/?ll=49.19247,55.744468&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/m_video/?ll=49.19247,55.744468&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/megafon/?ll=49.19247,55.744468&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/mts/?ll=49.19247,55.744468&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/svyaznoy/?ll=49.19247,55.744468&rspn=1&spn=0.003,0.003""]"
111,127,казань,55.784141,49.14935,43,Казань,"[""https://yandex.ru/maps/43/kazan'/search/DNS/?ll=49.14935,55.784141&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/m_video/?ll=49.14935,55.784141&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/megafon/?ll=49.14935,55.784141&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/mts/?ll=49.14935,55.784141&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/svyaznoy/?ll=49.14935,55.784141&rspn=1&spn=0.003,0.003""]"
112,128,казань,55.785828,49.108063,43,Казань,"[""https://yandex.ru/maps/43/kazan'/search/DNS/?ll=49.108063,55.785828&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/m_video/?ll=49.108063,55.785828&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/megafon/?ll=49.108063,55.785828&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/mts/?ll=49.108063,55.785828&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/svyaznoy/?ll=49.108063,55.785828&rspn=1&spn=0.003,0.003""]"
113,129,казань,55.786852,49.109157,43,Казань,"[""https://yandex.ru/maps/43/kazan'/search/DNS/?ll=49.109157,55.786852&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/m_video/?ll=49.109157,55.786852&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/megafon/?ll=49.109157,55.786852&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/mts/?ll=49.109157,55.786852&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/43/kazan'/search/svyaznoy/?ll=49.109157,55.786852&rspn=1&spn=0.003,0.003""]"
114,130,курган,55.453191,65.340376,53,Курган,"['https://yandex.ru/maps/53/kurgan/search/DNS/?ll=65.340376,55.453191&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/m_video/?ll=65.340376,55.453191&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/megafon/?ll=65.340376,55.453191&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/mts/?ll=65.340376,55.453191&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/svyaznoy/?ll=65.340376,55.453191&rspn=1&spn=0.003,0.003']"
115,131,курган,55.438691,65.357995,53,Курган,"['https://yandex.ru/maps/53/kurgan/search/DNS/?ll=65.357995,55.438691&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/m_video/?ll=65.357995,55.438691&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/megafon/?ll=65.357995,55.438691&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/mts/?ll=65.357995,55.438691&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/svyaznoy/?ll=65.357995,55.438691&rspn=1&spn=0.003,0.003']"
116,132,курган,55.428335,65.298073,53,Курган,"['https://yandex.ru/maps/53/kurgan/search/DNS/?ll=65.298073,55.428335&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/m_video/?ll=65.298073,55.428335&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/megafon/?ll=65.298073,55.428335&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/mts/?ll=65.298073,55.428335&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/svyaznoy/?ll=65.298073,55.428335&rspn=1&spn=0.003,0.003']"
117,133,курган,55.432238,65.319123,53,Курган,"['https://yandex.ru/maps/53/kurgan/search/DNS/?ll=65.319123,55.432238&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/m_video/?ll=65.319123,55.432238&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/megafon/?ll=65.319123,55.432238&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/mts/?ll=65.319123,55.432238&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/53/kurgan/search/svyaznoy/?ll=65.319123,55.432238&rspn=1&spn=0.003,0.003']"
118,134,нижний новгород,56.243025,43.864934,47,Нижний Новгород,"['https://yandex.ru/maps/47/nizhnij novgorod/search/DNS/?ll=43.864934,56.243025&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/m_video/?ll=43.864934,56.243025&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/megafon/?ll=43.864934,56.243025&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/mts/?ll=43.864934,56.243025&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/svyaznoy/?ll=43.864934,56.243025&rspn=1&spn=0.003,0.003']"
119,135,нижний новгород,56.259252,43.85615,47,Нижний Новгород,"['https://yandex.ru/maps/47/nizhnij novgorod/search/DNS/?ll=43.85615,56.259252&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/m_video/?ll=43.85615,56.259252&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/megafon/?ll=43.85615,56.259252&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/mts/?ll=43.85615,56.259252&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/svyaznoy/?ll=43.85615,56.259252&rspn=1&spn=0.003,0.003']"
120,136,нижний новгород,56.239687,43.864032,47,Нижний Новгород,"['https://yandex.ru/maps/47/nizhnij novgorod/search/DNS/?ll=43.864032,56.239687&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/m_video/?ll=43.864032,56.239687&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/megafon/?ll=43.864032,56.239687&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/mts/?ll=43.864032,56.239687&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/svyaznoy/?ll=43.864032,56.239687&rspn=1&spn=0.003,0.003']"
121,137,нижний новгород,56.222046,43.853854,47,Нижний Новгород,"['https://yandex.ru/maps/47/nizhnij novgorod/search/DNS/?ll=43.853854,56.222046&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/m_video/?ll=43.853854,56.222046&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/megafon/?ll=43.853854,56.222046&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/mts/?ll=43.853854,56.222046&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/47/nizhnij novgorod/search/svyaznoy/?ll=43.853854,56.222046&rspn=1&spn=0.003,0.003']"
122,142,оренбург,51.770567,55.102965,48,Оренбург,"['https://yandex.ru/maps/48/orenburg/search/DNS/?ll=55.102965,51.770567&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/m_video/?ll=55.102965,51.770567&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/megafon/?ll=55.102965,51.770567&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/mts/?ll=55.102965,51.770567&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/svyaznoy/?ll=55.102965,51.770567&rspn=1&spn=0.003,0.003']"
123,143,оренбург,51.785204,55.154717,48,Оренбург,"['https://yandex.ru/maps/48/orenburg/search/DNS/?ll=55.154717,51.785204&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/m_video/?ll=55.154717,51.785204&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/megafon/?ll=55.154717,51.785204&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/mts/?ll=55.154717,51.785204&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/svyaznoy/?ll=55.154717,51.785204&rspn=1&spn=0.003,0.003']"
124,144,оренбург,51.76117,55.104202,48,Оренбург,"['https://yandex.ru/maps/48/orenburg/search/DNS/?ll=55.104202,51.76117&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/m_video/?ll=55.104202,51.76117&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/megafon/?ll=55.104202,51.76117&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/mts/?ll=55.104202,51.76117&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/48/orenburg/search/svyaznoy/?ll=55.104202,51.76117&rspn=1&spn=0.003,0.003']"
