КОД СКАД;Почтовый Индекс;Месяц визита Группа пилота;Субъект РФ;Город / Нас.пункт;Улица;тип улицы;Дом;Корпус / строение;Торговая площадь;Как найти?;ТЦ/Стрит;Код точки АМДОКС;ПН. Начало р/д;ПН . Конец р/д;ВТ. Начало работы ;ВТ . Конец р/д;СР. Начало работы ;СР . Конец р/д;ЧТ Начало работы ;ЧТ . Конец р/д;ПТ. Начало работы ;ПТ . Конец р/д;СУБ. Начало работы ;СУБ . Конец р/д;ВОСКР. Начало работы ;ВОСКР . Конец р/д;ЧТ Начало работы ;ЧТ . Конец р/д;ПТ. Начало работы ;ПТ . Конец р/д;СУБ. Начало работы ;СУБ . Конец р/д;ВОСКР. Начало работы ;ВОСКР . Конец р/д;;GPS. Широта;GPS. Долгота
564080;420132;2;Республика Татарстан;Казань;Маршала Чуйкова;улица;69;_;35;"перекресток ул Чуйкова и Адоратского, первый этаж многоквартирного жилого дома, отдельный вход; близлежащая остановка общественно транспорта ""Роддом""";Стрит;E516037;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;55.836279;49.14654
434536;420101;1;Республика Татарстан;Казань;Хусаина Мавлютова;улица;45;_;17;первый этаж торгового центра "Сити-Центр";ТЦ;E516023;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;55.744468;49.19247
377466;420043;1;Республика Татарстан;Казань;Вишневского;улица;14;_;93;"перекресток ул. Вишневского с ул. Калинина,возле магазина Бюрократ, на углу жилого девятиэтажного здания.";Стрит;4502000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.784141;49.14935
759897;420111;2;Республика Татарстан;Казань;М. Межлаука;улица;13;А;"34,2";;Стрит;WT45000;"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;;55.785828;49.108063
701328;420111;2;Республика Татарстан;Казань;Московская;улица;44;2;"12,6";;Стрит;E516059;"0,333333333";"0,791666667";"0,333333333";"0,791666667";"0,333333333";"0,791666667";"0,333333333";"0,791666667";8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;;55.786852;49.109157
776384;640007;1;Курганская область;Курган;Машиностроителей;проспект;2;В;"20,4";;Стрит;7H31000;"0,4375";"0,822916667";"0,4375";"0,822916667";"0,4375";"0,822916667";"0,4375";"0,822916667";10:30:00;19:45:00;10:30:00;19:45:00;10:30:00;19:45:00;10:30:00;19:45:00;10:30:00;19:45:00;10:30:00;19:45:00;10:30:00;19:45:00;;55.453191;65.340376
556755;640018;1;Курганская область;Курган;Куйбышева;улица;74;Д;"26,8";площадь перед Центральным рынком;ТЦ;9000004;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;55.438691;65.357995
556754;640003;2;Курганская область;Курган;Невежина;улица;3;корп. 10;"45,5";1 этаж Торгового центра "РИО";ТЦ;9000003;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;55.428335;65.298073
770864;640003;2;Курганская область;Курган;Пушкина;улица;25;_;"23,8";;ТЦ;7J20000;"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;;55.432238;65.319123
378574;603004;1;Нижегородская область;Нижний Новгород;Октября;проспект;2;А;31;"ТЦ ""Автозаводский универмаг"" , правое крыло";ТЦ;4405004;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;56.243025;43.864934
540407;603138;1;Нижегородская область;Нижний Новгород;Плотникова;улица;3;А;42;"Офис продаж располагается в ТЦ ""Карусель"" , на 1м этаже здания, справа при входе";ТЦ;4405032;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;56.259252;43.85615
702175;603147;2;Нижегородская область;Нижний Новгород;Веденяпина;улица;2;Б;32;ТЦ "парк Авеню";ТЦ;4405050;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;56.239687;43.864032
704146;603123;2;Нижегородская область;Нижний Новгород;Южное;шоссе;2;Г;30;ТЦ Крым;ТЦ;4405048;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;56.222046;43.853854
777395;462419;1;Оренбургская область;Орск;Ленина;проспект;25;_;"33,6";;ТЦ;7F49000;"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;;51.228311;58.474921
556897;462404;1;Оренбургская область;Орск;Ленина;проспект;41;А;50;;Стрит;PH28005;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;51.234892;58.472054
373768;462429;2;Оренбургская область;Орск;Ленина;проспект;94;_;61;"Остановка, рядом с рынком ""Центральный""";Стрит;PH29001;"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;;51.249319;58.456868
541933;462428;2;Оренбургская область;Орск;Васнецова;улица;16;_;38;ТЦ "Универмаг" слева от центрального входа.;Стрит;PH28002;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;51.223079;58.495897
703358;460000;1;Оренбургская область;Оренбург;8 марта;улица;42;_;"32,4";ТЦ "Восход";ТЦ;PH29020;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;51.770567;55.102965
530612;460036;1;Оренбургская область;Оренбург;Карагандинская;улица;82;_;59;Слева от магазина "Фейерверки";Стрит;PH29004;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;51.785204;55.154717
556449;460014;2;Оренбургская область;Оренбург;Ленинская;улица;39/18;_;48;"Салон находится на 1-м этаже торгового комплекса ""Успех"", слева от входа в ТК.";ТЦ;PH29010;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;51.76117;55.104202
544736;460050;2;Оренбургская область;Оренбург;Новая;улица;4;_;44;"Салон находится на 1-м этаже торгово-развлекательного комплекса ""Гулливер"",вход со стороны ул.Новой,по правой стороне,после ювелирного отдела.";ТЦ;PH29007;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;51.810828;55.090503
537469;440066;1;Пензенская область;Пенза;Строителей;проспект;49;А;23;ТЦ "проспект";ТЦ;8250015;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;0.532224;44.890911
775026;440011;1;Пензенская область;Пенза;Карпинского;улица;39;_;"39,8";;ТЦ;7H69000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;53.209876;44.977719
363008;440031;2;Пензенская область;Пенза;Кижеватова;улица;27;_;50;ТЦ Мой;ТЦ;8250003;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;53.166932;44.98268
554815;440067;2;Пензенская область;Пенза;Клары Цеткин;улица;55;55;54;напротив ТЦ "Рынок Шуист";Стрит;8250017;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;53.215529;45.054464
717384;440000;1;Пензенская область;Пенза;Плеханова;улица;19;_;32;ТЦ Сан и Март;ТЦ;8250029;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;53.200271;45.012026
1029611;440062;1;Пензенская область;Пенза;Строителей;проспект;90;_;"45,9";;ТЦ;VO36000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;53.22157;44.90909
1031068;440066;2;Пензенская область;Пенза;Победы;проспект;126;_;"49,8";-;Стрит;VO51000;"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;;53.228271;44.933829
554814;440000;2;Пензенская область;Пенза;Луначарского;улица;1;_;24;Автовокзал торговая площадь;Стрит;8250016;"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;;53.206456;45.012243
718949;443070;1;Самарская область;Самара; Аэродромная;улица;47;А;35;ТЦ Аврора Молл;ТЦ;4813057;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;53.190909;50.189773
387983;443058;1;Самарская область;Самара;Победы;улица;92;А;45;пересечение ул.победы/Ново-Вокзальной. Возле входа в ст.м.Безымянка.;Стрит;4813008;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;53.212718;50.247397
375441;443056;2;Самарская область;Самара;Московское;шоссе;2;Б;"102,8";Напротив "М-Видео". Рядом с ТЦ "Скала". Ослуживание корпоративных клиентов производится на втором этаже офиса Билайн.;Стрит;4813000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;53.20342;50.143376
659572;443085;2;Самарская область;Самара;Южное;шоссе;5;_;63;"ТЦ Амбар, 1 этаж.Напротив касс Ашана.";ТЦ;4813050;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;53.14035;50.173673
760427;394016;1;Воронежская область;Воронеж;Московский;проспект;82;_;"33,5";;Стрит;7R11000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;51.701604;39.182661
771018;394088;1;Воронежская область;Воронеж;Генерала Лизюкова;улица;60;_;"52,6";;ТЦ;7M88000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;51.706041;39.148674
768868;394018;2;Воронежская область;Воронеж;Кольцовская;улица;35;_;"31,6";ТЦ Галерея Чижова;ТЦ;7F68000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;51.667177;39.191858
563999;394018;2;Воронежская область;Воронеж;Фридриха Энгельса;улица;64;А;56;ТЦ Атмосфера;ТЦ;2751011;"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;;51.663399;39.194751
776754;364008;1;Чеченская республика;Грозный;Революции;проспект;Dec-64;_;"43,7";;Стрит;7V02000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;43.320524;45.688919
564773;364028;1;Чеченская республика;Грозный;Заветы Ильича;улица;60;_;70;Остановка "Магазин Нефтяник";Стрит;Z000011;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;43.365006;45.612401
519485;364051;2;Чеченская республика;Грозный;Лорсанова;улица;15;_;"41,1";напротив "Роял Бургера";Стрит;Z000001;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;43.321619;45.691706
695222;364051;2;Чеченская республика;Грозный;лорсанова;улица;1;А;"37,91";на пересечении улиц Трошева и Маяковского;ТЦ;Z000014;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;43.32448;45.686533
712286;352922;1;Краснодарский край;Армавир;Воровского;улица;69;_;20;ТРК Красная площадь;ТЦ;6628018;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;44.983245;41.096906
280660;352900;1;Краснодарский край;Армавир;Кирова;улица;53;_;28;Центральная площадь города.;Стрит;6628007;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;44.997222;41.130708
773490;352924;2;Краснодарский край;Армавир;Новороссийская;улица;129;_;"24,1";;Стрит;7L36000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;44.994995;41.084825
557264;352900;2;Краснодарский край;Армавир;Халтурина;улица;103;_;50;"Напротив центрального рынка,вход со стороны улицы Халтурина.";Стрит;6628004;"0,333333333";"0,791666667";"0,333333333";"0,791666667";"0,333333333";"0,791666667";"0,333333333";"0,791666667";8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;8:00:00;19:00:00;;44.995003;41.134044
777712;352500;1;Краснодарский край;Лабинск;Ленина;улица;160;_;21;;Стрит;7U42000;"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;;44.636014;40.726053
777269;352500;2;Краснодарский край;Лабинск;Халтурина;улица;51;_;"48,2";;ТЦ;7U49000;"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;;44.635399;40.733243
497959;385000;1;Республика Адыгея;Майкоп;Гоголя/Пролетарская;улица;38/207;_;"37,2";Салон находится рядом со входом в центральный рынок;Стрит;6628011;"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;;44.609564;40.109782
358150;385000;2;Республика Адыгея;Майкоп;Жуковского;улица;29;_;62;рядом со зданием МВД;Стрит;6628000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;44.608506;40.10723
762201;367026;1;Республика Дагестан;Махачкала;И. Шамиля;проспект;48;_;"41,5";;Стрит;7U64000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;42.971374;47.48853
744128;367030;1;Республика Дагестан;Махачкала;Ирчи Казака;улица;22;А;"35,1";;Стрит;6877004;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;42.961591;47.512861
806209;367000;2;Республика Дагестан;Махачкала;Коркмасова;улица;20;_;"16,3";;Стрит;WG54000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;42.980949;47.499488
268743;367010;2;Республика Дагестан;Махачкала;Ш.Алиева;улица;29;А;"62,9";Рядом советский РОВД;Стрит;6877000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;42.972473;47.489653
770965;360051;1;Республика Кабардино-Балкария;Нальчик;Шогенцукова;проспект;16;_;"52,4";;ТЦ;7D86000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;43.481156;43.607559
557894;360051;1;Республика Кабардино-Балкария;Нальчик;Ленина;проспект;20;_;"43,1";Рядом c центральным офисом "Сбербанка";Стрит;7125002;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;43.481412;43.60379
777912;360003;2;Республика Кабардино-Балкария;Нальчик;Кирова;улица;1;Д;"11,1";;ТЦ;7D89000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;43.4764;43.573804
769514;360019;2;Республика Кабардино-Балкария;Нальчик;Мальбахова;улица; 26/36;_;"28,9";;Стрит;7D87000;"0,375";"0,75";"0,375";"0,75";"0,375";"0,75";"0,375";"0,75";9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;;43.503253;43.612211
568637;344015;1;Ростовская область;Ростов-на-Дону;Еременко;улица;62;_;24;"Офис обслуживания и продаж находится на территории ТЦ ""Восход"", на первом этаже справа.";ТЦ;7250034;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;47.231588;39.618653
682697;344103;1;Ростовская область;Ростов-на-Дону;Малиновского;улица;25;_;14;"ТЦ ,,Золотой Вавилон Офис обслуживания и продаж находится на территории ТЦ ""Восход"", на первом этаже справа.";ТЦ;7250048;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;47.230469;39.610689
670302;344015;2;Ростовская область;Ростов-на-Дону;Рихарда Зорге;улица;33;_;"42,8";"Офис находится в ТЦ ""Талер"", слева от входа.";ТЦ;7250045;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;47.229702;39.628651
763683;344016;2;Ростовская область;Ростов-на-Дону;Таганрогская;улица;151;_;"21,6";"3,6";ТЦ;7U90000;"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";"0,333333333";"0,833333333";8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;8:00:00;20:00:00;;47.262457;39.655149
768112;357500;1;Ставропольский край;Пятигорск;Кирова;проспект;65;_;"29,1";;Стрит;7V08000;"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;;44.035506;43.064984
768114;357532;1;Ставропольский край;Пятигорск;295-й Стрелковой Дивизии;улица;б/н;_;31;;Стрит;7V11000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;44.061403;43.06484
449671;357502;2;Ставропольский край;Пятигорск;Гоголя;улица;1;_;110;Напротив магазина "Десткий Мир";Стрит;7476000;"0,333333333";"0,875";"0,333333333";"0,875";"0,333333333";"0,875";"0,333333333";"0,875";8:00:00;21:00:00;8:00:00;21:00:00;8:00:00;21:00:00;8:00:00;21:00:00;8:00:00;21:00:00;8:00:00;21:00:00;8:00:00;21:00:00;;44.037524;43.075395
776938;357500;2;Ставропольский край;Пятигорск;Дзержинского;улица;42;_;"47,6";;Стрит;7L62000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;44.036573;43.074659
