КОД СКАД;Почтовый Индекс;Месяц визита Группа пилота;Субъект РФ;Город / Нас.пункт;Улица;тип улицы;Дом;Корпус / строение;Торговая площадь;Как найти?;ТЦ/Стрит;Код точки АМДОКС;ПН. Начало р/д;ПН . Конец р/д;ВТ. Начало работы ;ВТ . Конец р/д;СР. Начало работы ;СР . Конец р/д;ЧТ Начало работы ;ЧТ . Конец р/д;ПТ. Начало работы ;ПТ . Конец р/д;СУБ. Начало работы ;СУБ . Конец р/д;ВОСКР. Начало работы ;ВОСКР . Конец р/д;ЧТ Начало работы ;ЧТ . Конец р/д;ПТ. Начало работы ;ПТ . Конец р/д;СУБ. Начало работы ;СУБ . Конец р/д;ВОСКР. Начало работы ;ВОСКР . Конец р/д;;GPS. Широта;GPS. Долгота
777625;173003;1;Новгородская область;Великий Новгород;Большая Санкт-Петербургская;улица;39;_;72;;ТЦ;7M85000;"0,416666667";"0,864583333";"0,416666667";"0,864583333";"0,416666667";"0,864583333";"0,416666667";"0,864583333";10:00:00;20:45:00;10:00:00;20:45:00;11:00:00;20:00:00;10:00:00;20:45:00;10:00:00;20:45:00;10:00:00;20:45:00;11:00:00;20:00:00;;58.538056;31.264008
363113;173007;2;Новгородская область;Великий Новгород;Мерецкова-Волосова;улица;3;А;25;павильон рядом со SPAR;Стрит;8640001;"0,416666667";"0,791666667";"0,416666667";"0,791666667";"0,416666667";"0,791666667";"0,416666667";"0,791666667";9:00:00;21:00:00;10:00:00;19:00:00;10:00:00;19:00:00;10:00:00;19:00:00;9:00:00;21:00:00;10:00:00;19:00:00;10:00:00;19:00:00;;58.520986;31.267987
777469;173008;2;Новгородская область;Великий Новгород;Большая Санкт-Петербургская;130;-;_;"36,6";ТЦ Феникс сити;ТЦ;7X45000;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;58.565449;31.280259
778120;194358;1;Ленинградская область;Санкт-Петербург;Михаила Дудина;улица;6;1;"30,3";ТК Парнас;ТЦ;WG04000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;60.066482;30.33817
750194;194362;1;Ленинградская область;Санкт-Петербург;Федора Абрамова;улица;4;_;"22,24";;Стрит;WF18000;"0,375";"0,916666667";"0,375";"0,916666667";"0,375";"0,916666667";"0,375";"0,916666667";9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;;60.070049;30.334908
768432;195274;2;Ленинградская область;Санкт-Петербург;Культуры;проспект;1;литера А;"32,9";ТРК Родео Драйв;ТЦ;7R14000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;60.033502;30.368173
894614;194356;2;Ленинградская область;Санкт-Петербург;Просвещения;проспект;19;лит. А;"24,5";-;ТЦ;VM43000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;60.052703;30.331193
777499;170043;1;Тверская область;Тверь;Октябрьский;проспект;103;_;"62,6";;ТЦ;7D57000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;56.814503;35.88482
780529;170043;1;Тверская область;Тверь;Можайского;улица;61;_;"16,6";ТЦ Урожай;ТЦ;WJ79000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;56.821363;35.898988
775021;170034;2;Тверская область;Тверь;Чайковского;проспект;24/2б;_;"32,4";;Стрит;7T46000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;56.847587;35.906455
770762;170028;2;Тверская область;Тверь;Победы;проспект; 48/29;_;"35,7";;Стрит;7D59000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;56.83855;35.932544
777520;300026;1;Тульская область;Тула;Ленина;улица;122;_;"51,5";;ТЦ;7S76000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;54.152167;37.583401
682527;300041;1;Тульская область;Тула;Красноармейский;проспект;11;А;17;"Остановка общественного транспорта ""Лейтейзена"",напротив кинотеатра ""Октябрь""";Стрит;4200039;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;54.196786;37.602024
768890;300041;2;Тульская область;Тула;Красноармейский;проспект;2;_;"25,5";;Стрит;7D56000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;54.196518;37.610543
722542;300041;2;Тульская область;Тула;пр-т. Ленина;проспект;19;_;"27,8";;Стрит;4200044;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;54.190858;37.615469
747145;143302;1;Московская область;Наро-Фоминск;Кубинское ;шоссе;12;_;"32,9";;стрит;Д69000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.410542;36.71568
799063;143300;1;Московская область;Наро-Фоминск;Свободы;площадь;2;_;"31,8";;ТЦ;WK32000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;55.386881;36.733468
772002;143306;2;Московская область;Наро-Фоминск;Ленина;улица;8;_;"23,3";ТЦ Серпантин;ТЦ;7A61000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.383016;36.72805
572282;143300;2;Московская область;Наро-Фоминск;Маршала Жукова;улица;13;Б;36;"ж/д ст. Наро-Фоминск (Киевское напр). На Автостанции сесть на автолайн или авт. 13,7, ехать до ост. ""Мальково"", от ост. через 100 м пешеходный переход на другую сторону дороги, переходим и упираемся в ТЦ ""Оранжевое небо"". Офис Билайн расположен в ТЦ.";ТЦ;А26000;"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;19:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;19:00:00;;55.382;36.720463
770749;123060;1;Московская область;Москва;Маршала Бирюзова;улица;17;_;"14,3";;Стрит;7A41000;"0,375";"0,916666667";"0,375";"0,916666667";"0,375";"0,916666667";"0,375";"0,916666667";9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;;55.794019;37.492027
795953;125362;1;Московская область;Москва;Тушинская;улица;17;_;"25,4";ТЦ Праздник;ТЦ;WH90000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.82666;37.44479
1021501;141031;2;Московская область;Москва;Алтуфьевское;шоссе;3;стр. 1;"21,1";"пом. XXXXVIII, ТРК ВЕСНА";ТЦ;VN74000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;55.912999;37.583974
772016;127495;2;Московская область;Москва;Дмитровское;шоссе;163А;корп 1;"25,9";;ТЦ;7K06000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;55.908438;37.539612
771323;656049;1;Алтайский край;Барнаул;Красноармейский;проспект;47;А;"38,2";;ТЦ;7K63000;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;53.335256;83.775402
778414;656002;1;Алтайский край;Барнаул;Ленина;проспект;102;В;"25,3"; ТРЦ Пионер;ТЦ;WJ26000;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;53.362251;83.76405
773133;656906;2;Алтайский край;Барнаул;Белинского;улица;12;_;"16,6";;ТЦ;7F04000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;53.251688;83.686239
801086;656067;2;Алтайский край;Барнаул;Балтийская;улица;116;_;"37,5";ТЦ Мария-ра;ТЦ;WG56000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;53.338307;83.652091
769777;654011;1;Кемеровская область;Новокузнецк;Архитекторов;проспект;14;А;"16,3";;ТЦ;7L92000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;53.8927;87.113988
803024;652816;1;Кемеровская область;Новокузнецк;Запсибовцев;проспект;16;Б;"24,2";;Стрит;WG38000;"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";"0,375";"0,791666667";9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;53.898708;87.128327
360560;654007;2;Кемеровская область;Новокузнецк;Ермакова;проспект;9;А;56;"Бизнес-центр ""Сити"", со стороны ул. Тольятти";ТЦ;7771001;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;19:00:00;9:00:00;19:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;19:00:00;9:00:00;19:00:00;;53.76789;87.133636
684197;654005;2;Кемеровская область;Новокузнецк;ДОЗ;улица;10;А;"46,5";ТЦ планета;ТЦ;7771022;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;53.780323;87.126015
769506;650000;1;Кемеровская область;Кемерово;Ленина;проспект;45;_;"29,7";;Стрит;7V46000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.344124;86.083743
785614;650003;1;Кемеровская область;Кемерово;Строителей;бульвар;42;_;"23,8";;ТЦ;WK38000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.339557;86.172077
770550;650003;2;Кемеровская область;Кемерово;Химиков;проспект;39;_;"23,4";;ТЦ;WC12000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.343955;86.181321
743160;650002;2;Кемеровская область;Кемерово;Шахтеров;проспект;54;_;"7,8";ТРЦ Радуга;ТЦ;5640033;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;55.399656;86.117917
697324;663302;1;Красноярский край;Норильск;Ленинский;проспект;24;_;"15,2";;ТЦ;6014003;"0,510416667";"0,822916667";"0,510416667";"0,822916667";"0,510416667";"0,822916667";"0,510416667";"0,822916667";12:15:00;19:45:00;12:15:00;19:45:00;12:15:00;18:45:00;12:15:00;19:45:00;12:15:00;19:45:00;12:15:00;19:45:00;12:15:00;18:45:00;;69.349569;88.201203
778467;663330;1;Красноярский край;Норильск;Строителей;улица;12;_;38;;ТЦ;7V61000;"0,458333333";"0,833333333";"0,458333333";"0,833333333";"0,458333333";"0,833333333";"0,458333333";"0,833333333";11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;;69.484072;88.398381
760891;663319;2;Красноярский край;Норильск;Нансена;улица;70;_;"17,33";;Стрит;WC92000;"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;;69.359066;88.171427
773135;663333;2;Красноярский край;Норильск;Рудная;улица;3;_;"43,3";;ТЦ;7V60000;"0,458333333";"0,833333333";"0,458333333";"0,833333333";"0,458333333";"0,833333333";"0,458333333";"0,833333333";11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;11:00:00;20:00:00;;69.497921;88.403512
771490;630088;1;Новосибирская область;Новосибирск;Петухова;улица;73;_;"14,1";;ТЦ;7M19000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;54.941902;82.9233
696457;630064;1;Новосибирская область;Новосибирск;Ватутина;улица;107;_;"24,3";"ТЦ Мега, Ашан";ТЦ;5947028;"0,375";"0,916666667";"0,375";"0,916666667";"0,375";"0,916666667";"0,375";"0,916666667";9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;9:00:00;22:00:00;;54.964199;82.936507
560611;630000;2;Новосибирская область;Новосибирск;Кирова;улица;113;Б;"16,5";"Остановка ""Октябрьский универмаг"",движение в сторону площади Ленина.";Стрит;5947013;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.013268;82.953092
769507;630008;2;Новосибирская область;Новосибирск;Кирова;улица;159;_;"16,7";;Стрит;7V66000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;55.011173;82.958808
777843;644052;1;Омская область;Омск;4-я Челюскинцев;улица;119;_;"32,5";;Стрит;7V77000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.026311;73.414042
651649;644020;1;Омская область;Омск;Лобкова;улица;3;_;24;Салон находится на первом этаже жилого дома рядом с аптекой ?Фармакопейка?;Стрит;6154015;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;54.938692;73.382968
749355;644020;2;Омская область;Омск;Рождественского;улица;6;_;"31,3";;стрит;WB76000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;54.940699;73.378443
776366;644106;2;Омская область;Омск;Лукашевича;улица;06-Jan;А;"29,3";;Стрит;7M29000;"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";"0,416666667";"0,833333333";10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;20:00:00;;54.992774;73.267584
568344;634028;1;Томская область;Томск;Нахимова;улица;15;А;"53,4";Офис расположен в торговом павильоне.Остановка Детский мир.;Стрит;6269009;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;56.455036;84.973173
770927;634028;1;Томская область;Томск;Ленина;проспект;15;_;"27,2";;ТЦ;7G06000;"0,427083333";"0,822916667";"0,427083333";"0,822916667";"0,427083333";"0,822916667";"0,427083333";"0,822916667";10:15:00;19:45:00;10:15:00;19:45:00;10:15:00;19:45:00;10:15:00;19:45:00;10:15:00;19:45:00;10:15:00;19:45:00;10:15:00;19:45:00;;56.458161;84.951621
680923;634028;2;Томская область;Томск;Учебная;улица;48;Д;43;;ТЦ;6269017;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;56.459533;84.965534
1031650;634009;2;Томская область;Томск;Ленина;проспект;163;А;"27,5";ТЦ Шанс;ТЦ;VO49000;"0,416666667";"0,822916667";"0,416666667";"0,822916667";"0,416666667";"0,822916667";"0,416666667";"0,822916667";10:00:00;19:45:00;10:00:00;19:45:00;10:00:00;19:45:00;10:00:00;19:45:00;10:00:00;19:45:00;10:00:00;19:45:00;10:00:00;19:45:00;;56.498485;84.948772
1010994;620012;1;Свердловская область;Екатеринбург;Космонавтов;проспект;108;_;"35,5";ТРЦ Веер Молл;ТЦ;VM73000;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;56.920084;60.614641
690021;620010;1;Свердловская область;Екатеринбург;Грибоедова;улица;20;_;33;;Стрит;8500060;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;56.753938;60.700958
778862;620072;2;Свердловская область;Екатеринбург;Сиреневый;бульвар;2;_;"53,4";;ТЦ;7H05000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;56.834514;60.683021
777979;620085;2;Свердловская область;Екатеринбург;Титова;улица;60;_;"34,1";;Стрит;7G82000;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;20:00:00;10:00:00;20:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;20:00:00;10:00:00;20:00:00;;56.769315;60.614342
772143;622002;1;Свердловская область;Нижний Тагил;Фрунзе;улица;52;_;"18,7";;Стрит;7Y84000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;57.921831;59.941391
372208;622034;1;Свердловская область;Нижний Тагил;Строителей;проспект;2;_;"31,4";"Остановка""Кинотеатр Родина"". Транспорт: трамвай №3, маршрутное такси №4, 20, 14";Стрит;8500003;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;57.908008;59.976198
771472;622018;2;Свердловская область;Нижний Тагил;Юности;улица;16;_;"29,1";;Стрит;7H06000;"0,395833333";"0,854166667";"0,395833333";"0,854166667";"0,395833333";"0,854166667";"0,395833333";"0,854166667";9:30:00;20:30:00;9:30:00;20:30:00;9:30:00;20:30:00;9:30:00;20:30:00;9:30:00;20:30:00;9:30:00;20:30:00;9:30:00;20:30:00;;57.910247;60.093475
784340;622049;2;Свердловская область;Нижний Тагил;Черноисточинское;шоссе;49;_;"30,9";ТЦ КИТ;ТЦ;WK42000;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;57.869624;59.942444
690020;426057;1;Республика Удмуртия;Ижевск;Красноармейская;улица;126;_;16;Рядом с въездом на Центральный рынок;Стрит;9625019;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;56.839697;53.210633
559747;426075;1;Республика Удмуртия;Ижевск;Ленина;улица;138;_;27;1й этаж торгового центра "КИТ";ТЦ;9625008;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;56.846108;53.289329
562845;426000;2;Республика Удмуртия;Ижевск;Петрова;улица;29;_;12;"ижевск петрова 29, ТРК ""петровский""";ТЦ;9625012;"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";"0,416666667";"0,916666667";10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;10:00:00;22:00:00;;56.872167;53.292247
776276;426027;2;Республика Удмуртия;Ижевск;Удмуртская;улица;255;Б;"23,7";ТЦ Флагман;ТЦ;7A83000;"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";"0,416666667";"0,875";10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;10:00:00;21:00:00;;56.865823;53.222004
698866;420029;1;Республика Татарстан;Казань;Сибирский;тракт;34;_;"21,4";"Сибирский тракт, дом 34, корпус 1";Стрит;E516058;"0,375";"0,75";"0,375";"0,75";"0,375";"0,75";"0,375";"0,75";9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;9:00:00;18:00:00;;55.819081;49.184124
770713;420127;1;Республика Татарстан;Казань;Дементьева;улица;33;А;"31,4";;Стрит;7J25000;"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";"0,375";"0,833333333";9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;9:00:00;20:00:00;;55.860255;49.100481
746113;420037;2;Республика Татарстан;Казань;Ленинградская;улица;27;_;"30,3";ТЦ Бахетле;ТЦ;WS99000;"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";"0,375";"0,875";9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;9:00:00;21:00:00;;55.863488;49.085407
